-0.00361 0.000185675
-0.00323 0.000185675
-0.00285 0.000185675
-0.00247 0.000185675
-0.00209 0.000185675
-0.00171 0.000185675
-0.00133 0.000185675
-0.00095 0.000185675
-0.00057 0.000185675
-0.00019 0.000185675
0.00019 0.000185675
0.00057 0.000185675
0.00095 0.000185675
0.00133 0.000185675
0.00171 0.000185675
0.00209 0.000185675
0.00247 0.000185675
0.00285 0.000185675
0.00323 0.000185675
0.00361 0.000185675
-0.00361 0.000565581
-0.00323 0.000565581
-0.00285 0.000565581
-0.00247 0.000565581
-0.00209 0.000565581
-0.00171 0.000565581
-0.00133 0.000565581
-0.00095 0.000565581
-0.00057 0.000565581
-0.00019 0.000565581
0.00019 0.000565581
0.00057 0.000565581
0.00095 0.000565581
0.00133 0.000565581
0.00171 0.000565581
0.00209 0.000565581
0.00247 0.000565581
0.00285 0.000565581
0.00323 0.000565581
0.00361 0.000565581
-0.00361 0.00094558
-0.00323 0.00094558
-0.00285 0.00094558
-0.00247 0.00094558
-0.00209 0.00094558
-0.00171 0.00094558
-0.00133 0.00094558
-0.00095 0.00094558
-0.00057 0.00094558
-0.00019 0.00094558
0.00019 0.00094558
0.00057 0.00094558
0.00095 0.00094558
0.00133 0.00094558
0.00171 0.00094558
0.00209 0.00094558
0.00247 0.00094558
0.00285 0.00094558
0.00323 0.00094558
0.00361 0.00094558
-0.00361 0.00132558
-0.00323 0.00132558
-0.00285 0.00132558
-0.00247 0.00132558
-0.00209 0.00132558
-0.00171 0.00132558
-0.00133 0.00132558
-0.00095 0.00132558
-0.00057 0.00132558
-0.00019 0.00132558
0.00019 0.00132558
0.00057 0.00132558
0.00095 0.00132558
0.00133 0.00132558
0.00171 0.00132558
0.00209 0.00132558
0.00247 0.00132558
0.00285 0.00132558
0.00323 0.00132558
0.00361 0.00132558
-0.00361 0.00170558
-0.00323 0.00170558
-0.00285 0.00170558
-0.00247 0.00170558
-0.00209 0.00170558
-0.00171 0.00170558
-0.00133 0.00170558
-0.00095 0.00170558
-0.00057 0.00170558
-0.00019 0.00170558
0.00019 0.00170558
0.00057 0.00170558
0.00095 0.00170558
0.00133 0.00170558
0.00171 0.00170558
0.00209 0.00170558
0.00247 0.00170558
0.00285 0.00170558
0.00323 0.00170558
0.00361 0.00170558
-0.00361 0.00208558
-0.00323 0.00208558
-0.00285 0.00208558
-0.00247 0.00208558
-0.00209 0.00208558
-0.00171 0.00208558
-0.00133 0.00208558
-0.00095 0.00208558
-0.00057 0.00208558
-0.00019 0.00208558
0.00019 0.00208558
0.00057 0.00208558
0.00095 0.00208558
0.00133 0.00208558
0.00171 0.00208558
0.00209 0.00208558
0.00247 0.00208558
0.00285 0.00208558
0.00323 0.00208558
0.00361 0.00208558
-0.00361 0.00246558
-0.00323 0.00246558
-0.00285 0.00246558
-0.00247 0.00246558
-0.00209 0.00246558
-0.00171 0.00246558
-0.00133 0.00246558
-0.00095 0.00246558
-0.00057 0.00246558
-0.00019 0.00246558
0.00019 0.00246558
0.00057 0.00246558
0.00095 0.00246558
0.00133 0.00246558
0.00171 0.00246558
0.00209 0.00246558
0.00247 0.00246558
0.00285 0.00246558
0.00323 0.00246558
0.00361 0.00246558
-0.00361 0.00284558
-0.00323 0.00284558
-0.00285 0.00284558
-0.00247 0.00284558
-0.00209 0.00284558
-0.00171 0.00284558
-0.00133 0.00284558
-0.00095 0.00284558
-0.00057 0.00284558
-0.00019 0.00284558
0.00019 0.00284558
0.00057 0.00284558
0.00095 0.00284558
0.00133 0.00284558
0.00171 0.00284558
0.00209 0.00284558
0.00247 0.00284558
0.00285 0.00284558
0.00323 0.00284558
0.00361 0.00284558
-0.00361 0.00322558
-0.00323 0.00322558
-0.00285 0.00322558
-0.00247 0.00322558
-0.00209 0.00322558
-0.00171 0.00322558
-0.00133 0.00322558
-0.00095 0.00322558
-0.00057 0.00322558
-0.00019 0.00322558
0.00019 0.00322558
0.00057 0.00322558
0.00095 0.00322558
0.00133 0.00322558
0.00171 0.00322558
0.00209 0.00322558
0.00247 0.00322558
0.00285 0.00322558
0.00323 0.00322558
0.00361 0.00322558
-0.00361 0.00360558
